reference,credit_date,credit_amount
ORD3331,2026-07-22,39983.1
ORD3332,2026-07-04,32484.04
ORD3333,2026-07-20,19354.49
ORD3334,2026-07-16,21359.23
ORD3335,2026-07-10,35834.88
ORD3336,2026-07-26,15903.88
ORD3337,2026-07-13,38311.54
ORD3338,2026-07-15,10764.83
ORD3338,2026-07-15,10764.83
ORD3339,2026-07-17,11761.54
ORD3340,2026-07-12,3464.32
ORD3341,2026-07-25,2724.26
ORD3342,2026-07-16,28774.12
ORD3344,2026-07-22,10311.63
ORD3345,2026-07-27,29486.83
ORD3346,2026-07-07,21844.1
ORD3347,2026-07-08,16774.93
ORD3348,2026-07-11,37030.55
ORD3349,2026-07-22,41747.59
ORD3350,2026-07-15,13866.34
ORD3351,2026-07-10,25562.23
ORD3352,2026-07-28,17662.67
ORD3353,2026-07-22,24187.12
ORD3354,2026-07-13,39666.2
ORD3355,2026-07-21,20293.87
ORD3356,2026-07-18,4966.19
ORD3356,2026-07-18,4966.19
ORD3357,2026-07-07,37452.71
ORD3358,2026-07-20,15894.08
ORD3359,2026-07-27,18753.26
ORD3360,2026-07-10,7391.7
ORD3361,2026-07-17,22803.76
ORD3362,2026-07-27,8920.46
ORD3363,2026-07-29,1658.8
ORD3364,2026-07-08,37871.64
ORD3364,2026-07-08,37871.64
ORD3365,2026-07-05,35144.87
ORD3366,2026-07-14,39692.43
ORD3367,2026-07-10,28173.59
ORD3368,2026-07-26,34593.89
ORD3368,2026-07-26,34593.89
ORD3369,2026-07-26,32139.13
ORD3370,2026-07-16,43169.22
ORD3371,2026-07-20,33526.67
ORD3372,2026-07-22,11719.2
ORD3373,2026-07-23,39766.41
ORD3374,2026-07-04,25855.04
ORD3376,2026-07-14,18539.26
ORD3377,2026-07-27,854.87
ORD3378,2026-07-12,2876.61
ORD3379,2026-07-29,18896.85
ORD3380,2026-07-24,21578.32
ORD3381,2026-07-20,7549.71
ORD3381,2026-07-20,7549.71
ORD3382,2026-07-19,31871.44
ORD3383,2026-07-04,33226.56
ORD3384,2026-07-28,12578.49
ORD3385,2026-07-21,10716.65
ORD3387,2026-07-12,33921.16
ORD3388,2026-07-10,21235.12
ORD3389,2026-07-29,3814.24
ORD3389,2026-07-29,3814.24
ORD3390,2026-07-14,10732.66
ORD3391,2026-07-06,20253.37
ORD3392,2026-07-03,34053.29
ORD3393,2026-07-23,22679.46
ORD3394,2026-07-17,39330.88
ORD3395,2026-07-12,42412.71
ORD3397,2026-07-16,25546.83
ORD3398,2026-07-13,10689.89
ORD3399,2026-07-21,30973.27
ORD3400,2026-07-07,21239.75
ORD3401,2026-07-11,3086.75
ORD3402,2026-07-25,1847.21
ORD3403,2026-07-10,25877.32
ORD3404,2026-07-23,14850.31
ORD3405,2026-07-04,38387.3
ORD3406,2026-07-19,14624.33
ORD3407,2026-07-03,36346.2
ORD3408,2026-07-24,36089.42
ORD3409,2026-07-15,12401.87
ORD3410,2026-07-22,27305.49
ORD3411,2026-07-09,43737.19
ORD3412,2026-07-24,23296.37
ORD3413,2026-07-28,18516.52
ORD3414,2026-07-24,9114.06
ORD3415,2026-07-03,20497.99
ORD3416,2026-07-14,31876.84
ORD3417,2026-07-30,708.39
ORD3418,2026-07-16,8461.82
ORD3419,2026-07-25,4949.5
ORD3421,2026-07-28,12235.38
ORD3422,2026-07-23,9526.3
ORD3424,2026-07-09,43439.77
ORD3425,2026-07-02,5115.8
ORD3426,2026-07-24,13268.35
ORD3427,2026-07-29,19725.95
ORD3428,2026-07-09,16861.02
ORD3429,2026-07-13,9742.9
ORD3430,2026-07-29,21572.56
ORD3431,2026-07-04,11071.29
ORD3432,2026-07-28,27121.82
ORD3433,2026-07-10,25827.96
ORD3434,2026-07-19,11970.88
ORD3435,2026-07-18,18250.88
ORD3435,2026-07-18,18250.88
ORD3436,2026-07-06,25628.54
ORD3437,2026-07-06,10227.65
ORD3438,2026-07-24,8665.28
ORD3439,2026-07-15,3597.13
ORD3440,2026-07-13,17101.86
ORD3441,2026-07-13,33262.19
ORD3442,2026-07-26,34703.41
ORD3443,2026-07-16,7272.12
ORD3444,2026-07-05,8471.28
ORD3445,2026-07-25,37912.91
ORD3446,2026-07-05,4835.78
ORD3447,2026-07-10,16078.87
ORD3448,2026-07-12,6868.4
ORD3449,2026-07-09,22683.54
ORD3450,2026-07-14,16625.4
ORD3451,2026-07-25,13892.63
ORD3452,2026-07-12,10331.43
ORD3453,2026-07-28,4488.35
ORD3454,2026-07-10,4277.06
ORD3455,2026-07-22,20696.7
ORD3456,2026-07-03,12922.02
ORD3457,2026-07-06,41799.83
ORD3458,2026-07-20,35209.19
ORD3459,2026-07-17,35580.03
ORD3460,2026-07-11,36532.92
ORD3461,2026-07-25,2062.22
ORD3462,2026-08-04,23128.65
ORD3463,2026-07-16,24087.57
ORD3465,2026-07-18,10119.64
ORD3466,2026-07-05,25474.79
ORD3468,2026-07-05,42277.95
ORD3469,2026-07-13,29160.75
ORD3470,2026-07-28,21090.92
ORD3471,2026-07-07,25899.78
ORD3472,2026-07-04,6359.77
ORD3473,2026-07-05,3145.56
ORD3474,2026-07-10,6073.27
ORD3474,2026-07-10,6073.27
ORD3475,2026-07-07,29746.38
ORD3476,2026-07-04,6838.98
ORD3477,2026-07-24,30700.31
ORD3478,2026-07-10,35837.06
ORD3478,2026-07-10,35837.06
ORD3480,2026-07-13,15385.77
ORD3481,2026-07-21,20462.68
ORD3482,2026-07-05,34880.37
ORD3482,2026-07-05,34880.37
ORD3483,2026-07-09,15307.65
ORD3484,2026-07-19,8539.25
ORD3485,2026-07-12,17585.29
ORD3486,2026-07-20,8248.98
ORD3486,2026-07-20,8248.98
ORD3487,2026-07-05,14409.13
ORD3488,2026-07-16,42137.35
ORD3489,2026-07-04,6073.66
ORD3490,2026-07-08,18089.11
ORD3491,2026-07-10,37399.11
ORD3491,2026-07-10,37399.11
ORD3492,2026-07-16,6862.55
ORD3493,2026-07-28,31031.86
ORD3494,2026-07-28,15749.09
ORD3495,2026-07-18,22127.01
ORD3496,2026-07-03,38863.07
ORD3496,2026-07-03,38863.07
ORD3497,2026-07-25,27868.03
ORD3499,2026-07-29,1316.83
ORD3500,2026-07-14,3229.57
ORD3501,2026-07-24,26879.56
ORD3502,2026-07-16,24610.15
ORD3503,2026-07-11,3631.23
ORD3504,2026-07-10,36545.85
ORD3505,2026-07-25,14811.92
ORD3506,2026-07-20,13044.28
ORD3507,2026-07-06,32463.46
ORD3508,2026-07-16,41859.38
ORD3509,2026-07-15,18405.96
ORD3510,2026-07-15,14949.61
ORD3511,2026-07-03,23191.16
ORD3512,2026-07-21,11180.36
ORD3513,2026-07-15,41326.23
ORD3514,2026-07-24,24237.94
ORD3515,2026-07-22,21215.05
ORD3516,2026-07-24,14063.14
ORD3516,2026-07-24,14063.14
ORD3517,2026-07-08,22649.8
ORD3517,2026-07-08,22649.8
ORD3518,2026-07-11,19052.75
ORD3519,2026-07-30,3367.71
ORD3520,2026-07-15,5575.99
ORD3521,2026-07-09,4387.53
ORD3522,2026-07-23,42633.33
ORD3523,2026-07-06,20837.33
ORD3524,2026-07-27,37234.19
ORD3525,2026-07-13,42788.48
ORD3526,2026-07-03,990.34
ORD3527,2026-07-15,40502.71
ORD3527,2026-07-15,40502.71
ORD3529,2026-07-03,3966.44
ORD3530,2026-07-13,10180.02
ORD3531,2026-07-10,30480.93
ORD3532,2026-07-25,5146.94
ORD3533,2026-07-25,43292.8
ORD3534,2026-07-12,32020.84
ORD3535,2026-07-18,35839.5
ORD3536,2026-07-26,22859.24
ORD3537,2026-07-19,12653.07
ORD3538,2026-07-13,4399.26
ORD3540,2026-07-14,41148.48
ORD3540,2026-07-14,41148.48
ORD3541,2026-07-24,2568.45
ORD3542,2026-07-06,17561.86
ORD3543,2026-07-12,23227.39
ORD3544,2026-07-16,29745.05
ORD3545,2026-07-02,25446.86
ORD3546,2026-07-24,14898.07
ORD3547,2026-07-15,20709.38
ORD3548,2026-07-19,28471.0
ORD3549,2026-07-23,39144.66
ORD3550,2026-07-05,13674.01
ORD3551,2026-07-11,6309.67
ORD3552,2026-07-27,21060.17
ORD3553,2026-07-19,7983.48
ORD3554,2026-07-16,9462.9
ORD3556,2026-07-19,39177.52
ORD3557,2026-07-05,6843.81
ORD3558,2026-07-14,25816.57
ORD3559,2026-07-21,37854.54
ORD3560,2026-07-08,17988.63
ORD3561,2026-07-20,35646.37
ORD3562,2026-07-14,18345.38
ORD3563,2026-07-11,16268.88
ORD3564,2026-07-23,43543.99
ORD3565,2026-07-09,1600.02
ORD3566,2026-07-20,17181.99
ORD3567,2026-07-03,41825.33
ORD3568,2026-07-07,3710.99
ORD3569,2026-07-28,10436.65
ORD3571,2026-07-02,33065.87
ORD3572,2026-07-11,17650.66
ORD3573,2026-07-27,6036.2
ORD3573,2026-07-27,6036.2
ORD3574,2026-07-09,39480.65
ORD3575,2026-07-15,31848.7
ORD3576,2026-07-24,16934.53
ORD3577,2026-07-18,29282.06
ORD3578,2026-08-05,8181.53
ORD3579,2026-07-03,36531.49
ORD3580,2026-07-29,15758.9
ORD3581,2026-07-25,10236.72
ORD3582,2026-07-30,41021.74
ORD3583,2026-07-12,9606.41
ORD3584,2026-07-15,23332.21
ORD3585,2026-07-04,3235.96
ORD3586,2026-07-14,42111.17
ORD3587,2026-07-06,25877.43
ORD3588,2026-07-14,43835.1
ORD3589,2026-07-08,30914.73
ORD3589,2026-07-08,30914.73
ORD3590,2026-07-08,28317.69
ORD3591,2026-07-29,10641.25
ORD3592,2026-07-27,33193.9
ORD3593,2026-07-25,5732.21
ORD3594,2026-07-22,5227.64
ORD3595,2026-07-29,19601.61
ORD3596,2026-07-24,43072.44
ORD3597,2026-07-19,43625.88
ORD3597,2026-07-19,43625.88
ORD3598,2026-07-16,18741.17
ORD3599,2026-07-16,15824.42
ORD3600,2026-07-13,23238.02
ORD3601,2026-07-15,39303.52
ORD3602,2026-07-20,4460.04
ORD3603,2026-07-27,4138.37
ORD3604,2026-07-04,7332.99
ORD3605,2026-07-12,10062.8
ORD3606,2026-07-26,8677.88
ORD3607,2026-07-03,2511.92
ORD3608,2026-07-17,33886.65
ORD3609,2026-07-04,4302.15
ORD3610,2026-07-18,15555.88
ORD3611,2026-07-12,12810.95
ORD3612,2026-07-16,38871.16
ORD3613,2026-07-23,27357.52
ORD3615,2026-07-27,41736.16
ORD3616,2026-07-22,21486.97
ORD3616,2026-07-22,21486.97
ORD3617,2026-07-06,19910.52
ORD3619,2026-07-24,37485.18
ORD3619,2026-07-24,37485.18
ORD3620,2026-07-06,18863.93
ORD3621,2026-07-18,4877.2
ORD3622,2026-07-15,9757.55
ORD3623,2026-07-30,9536.32
ORD3624,2026-07-11,26102.88
ORD3625,2026-07-17,13113.21
ORD3625,2026-07-17,13113.21
ORD3626,2026-07-29,9225.76
ORD3627,2026-07-21,14049.31
ORD3628,2026-07-06,36585.03
ORD3629,2026-07-30,22935.87
ORD3630,2026-07-04,29937.28
ORD3631,2026-07-14,798.08
ORD3632,2026-07-13,34534.51
ORD3633,2026-07-10,37005.91
ORD3634,2026-07-13,6174.82
ORD3635,2026-07-06,16000.72
ORD3636,2026-07-17,22191.86
ORD3638,2026-07-22,5924.31
ORD3639,2026-07-14,22146.04
ORD3640,2026-07-05,26366.4
ORD3641,2026-07-11,803.15
ORD3642,2026-07-22,11294.91
ORD3642,2026-07-22,11294.91
ORD3643,2026-07-12,23916.72
ORD3644,2026-07-02,40629.08
ORD3645,2026-07-13,16497.1
ORD3646,2026-07-10,29319.87
ORD3647,2026-07-03,12152.24
ORD3648,2026-07-10,40737.0
ORD3649,2026-07-04,7350.19
ORD3650,2026-07-19,26418.62
ORD3651,2026-07-21,33570.47
ORD3652,2026-07-29,1017.73
ORD3653,2026-07-15,13495.64
ORD3654,2026-07-23,14939.52
ORD3654,2026-07-23,14939.52
ORD3655,2026-08-02,42184.57
ORD3656,2026-07-21,1530.88
ORD3657,2026-07-16,28746.75
ORD3658,2026-07-27,5878.26
ORD3659,2026-07-04,30578.06
ORD3660,2026-07-14,20316.35
ORD3661,2026-07-06,18395.73
ORD3662,2026-07-12,1068.81
ORD3663,2026-07-10,13569.49
ORD3663,2026-07-10,13569.49
ORD3664,2026-07-25,23997.38
ORD3665,2026-07-21,17153.87
ORD3666,2026-07-02,18154.86
ORD3667,2026-07-07,27173.19
ORD3667,2026-07-07,27173.19
ORD3668,2026-07-07,36781.95
ORD3669,2026-07-13,33584.6
ORD3670,2026-07-27,19488.72
ORD3671,2026-07-28,36854.78
ORD3672,2026-07-25,9833.8
ORD3672,2026-07-25,9833.8
ORD3673,2026-07-28,30879.24
ORD3674,2026-07-11,36287.44
ORD3674,2026-07-11,36287.44
ORD3675,2026-07-08,40588.67
ORD3676,2026-07-06,13192.06
ORD3677,2026-07-27,7699.85
ORD3678,2026-07-24,22728.45
ORD3680,2026-07-08,21953.44
ORD3681,2026-07-15,33462.97
ORD3682,2026-07-02,23134.65
ORD3683,2026-07-29,13689.39
ORD3684,2026-07-11,24303.64
ORD3685,2026-07-05,1419.29
ORD3686,2026-07-15,12865.66
ORD3687,2026-07-21,23114.01
ORD3688,2026-07-20,43643.01
ORD3689,2026-07-18,8063.74
ORD3690,2026-07-22,33029.08
ORD3691,2026-07-04,31852.78
ORD3692,2026-07-17,27921.34
ORD3693,2026-07-27,6250.17
ORD3694,2026-07-10,3020.8
ORD3695,2026-07-18,11929.0
ORD3696,2026-07-26,34212.0
ORD3697,2026-07-08,12142.22
ORD3698,2026-07-03,12398.8
ORD3699,2026-07-31,10623.65
ORD3700,2026-07-23,25379.98
ORD3701,2026-07-13,38401.71
ORD3702,2026-08-01,38278.7
ORD3703,2026-07-10,14001.38
ORD3704,2026-07-18,20698.8
ORD3705,2026-07-25,20642.31
ORD3706,2026-07-17,4357.05
ORD3707,2026-07-06,12101.37
ORD3708,2026-07-22,19837.13
ORD3708,2026-07-22,19837.13
ORD3709,2026-07-14,37462.13
ORD3710,2026-07-05,28164.92
ORD3711,2026-07-25,32234.52
ORD3712,2026-07-29,42976.57
ORD3713,2026-07-14,23702.01
ORD3714,2026-07-05,26148.94
ORD3715,2026-07-07,6157.31
ORD3715,2026-07-07,6157.31
ORD3717,2026-07-17,23375.52
ORD3718,2026-07-03,41232.43
ORD3719,2026-07-23,17255.2
ORD3720,2026-07-15,14512.99
ORD3721,2026-07-31,17230.67
ORD3722,2026-07-14,25449.9
ORD3723,2026-07-13,15938.37
ORD3724,2026-07-20,30718.59
ORD3725,2026-07-09,28479.36
ORD3726,2026-07-22,9920.5
ORD3727,2026-07-07,39032.94
ORD3728,2026-07-09,24609.99
ORD3729,2026-07-07,2348.34
ORD3730,2026-07-25,34532.69
ORD3731,2026-07-10,7494.49
ORD3732,2026-07-12,10261.54
ORD3733,2026-07-21,43956.64
ORD3734,2026-07-13,1674.22
ORD3735,2026-07-13,18328.85
ORD3736,2026-07-24,13943.95
ORD3737,2026-07-25,43559.07
ORD3737,2026-07-25,43559.07
ORD3738,2026-07-27,5435.1
ORD3739,2026-07-25,36764.52
ORD3740,2026-07-03,18911.34
ORD3741,2026-07-24,2776.34
ORD3742,2026-07-05,14554.27
ORD3743,2026-07-05,25752.99
ORD3744,2026-07-26,11186.43
ORD3745,2026-07-10,14529.77
ORD3746,2026-07-29,10393.36
ORD3747,2026-07-30,37547.91
ORD3749,2026-07-06,31386.91
ORD3751,2026-07-10,8656.22
ORD3752,2026-07-26,1145.48
ORD3753,2026-07-04,35127.02
ORD3754,2026-07-02,10356.94
ORD3755,2026-07-07,9750.67
ORD3756,2026-07-12,42560.52
ORD3757,2026-07-22,2099.54
ORD3758,2026-07-13,32263.87
ORD3759,2026-07-09,39945.32
ORD3759,2026-07-09,39945.32
ORD3760,2026-07-04,20063.2
ORD3761,2026-07-13,14593.81
ORD3763,2026-07-22,17368.03
ORD3764,2026-07-11,26806.94
ORD3765,2026-07-08,33875.31
ORD3766,2026-07-06,26351.21
ORD3767,2026-07-08,30969.72
ORD3768,2026-07-15,37316.77
ORD3769,2026-07-23,26193.48
ORD3770,2026-07-23,3794.95
ORD3771,2026-07-16,5051.03
ORD3772,2026-07-26,38526.31
ORD3773,2026-07-06,25496.86
ORD3773,2026-07-06,25496.86
ORD3774,2026-07-08,3717.95
ORD3775,2026-07-09,14456.25
ORD3776,2026-07-20,32230.23
ORD3777,2026-07-20,31904.86
ORD3778,2026-07-22,967.93
ORD3779,2026-07-07,5539.04
ORD3780,2026-07-26,42271.64
ORD3781,2026-07-17,20581.62
ORD3781,2026-07-17,20581.62
ORD3782,2026-07-09,18598.16
ORD3783,2026-07-11,8651.74
ORD3784,2026-07-28,32439.66
ORD3785,2026-07-21,8108.43
ORD3786,2026-07-22,16696.64
ORD3786,2026-07-22,16696.64
ORD3787,2026-07-18,18119.38
ORD3789,2026-07-12,31610.96
ORD3790,2026-07-22,3648.77
ORD3791,2026-07-15,665.05
ORD3792,2026-07-05,34075.54
ORD3793,2026-07-03,31819.57
ORD3794,2026-07-16,1522.95
ORD3795,2026-07-09,22572.78
ORD3796,2026-07-17,10673.04
ORD3797,2026-07-15,22629.26
ORD3798,2026-07-06,24304.54
ORD3799,2026-07-23,9865.31
ORD3800,2026-07-14,22244.37
ORD3801,2026-07-17,32614.06
ORD3802,2026-07-07,22000.19
ORD3803,2026-07-26,14034.54
ORD3804,2026-07-29,18841.43
ORD3805,2026-07-20,33067.5
ORD3807,2026-07-08,2590.94
ORD3808,2026-07-16,4466.7
ORD3809,2026-07-14,6959.59
ORD3810,2026-07-27,29037.05
ORD3811,2026-07-19,26655.01
ORD3812,2026-07-05,29217.4
ORD3813,2026-07-14,10392.18
ORD3814,2026-07-06,24328.39
ORD3815,2026-07-17,12635.75
ORD3816,2026-07-03,2357.16
ORD3817,2026-07-07,4635.89
ORD3818,2026-07-19,35583.98
ORD3819,2026-07-15,2952.16
ORD3820,2026-07-28,21412.2
ORD3821,2026-07-13,36909.74
ORD3822,2026-07-20,11763.06
ORD3823,2026-07-11,25994.07
ORD3824,2026-07-09,14711.94
ORD3825,2026-07-19,39138.88
ORD3826,2026-07-15,15356.04
ORD3827,2026-07-05,8497.33
ORD3828,2026-07-02,11291.15
ORD3829,2026-07-14,16107.07
ORD3830,2026-07-28,28308.66
ORD3831,2026-07-03,16093.76
ORD3832,2026-07-27,14109.73
ORD3833,2026-07-21,14242.86
ORD3834,2026-07-28,41945.53
ORD3835,2026-07-29,42427.72
ORD3836,2026-07-08,20290.91
ORD3837,2026-07-27,969.46
ORD3838,2026-07-14,36306.55
ORD3839,2026-07-28,42982.8
ORD3840,2026-07-08,5092.2
ORD3841,2026-07-14,3492.74
ORD3842,2026-07-23,4154.08
ORD3843,2026-07-29,43917.36
ORD3844,2026-07-14,29739.38
ORD3845,2026-07-24,3671.92
ORD3846,2026-07-08,10581.57
ORD3847,2026-07-02,38396.36
ORD3848,2026-07-18,27914.29
ORD3849,2026-07-30,5951.83
ORD3850,2026-07-06,22735.0
ORD3851,2026-08-03,40708.6
ORD3852,2026-07-16,35936.65
ORD3853,2026-07-27,15125.21
ORD3854,2026-07-22,250.55
ORD3855,2026-07-27,38854.42
ORD3856,2026-07-24,8522.91
ORD3857,2026-07-13,26191.24
ORD3858,2026-07-25,35739.65
ORD3860,2026-07-09,17743.82
ORD3861,2026-07-24,15340.13
ORD3862,2026-07-13,2733.8
ORD3863,2026-07-26,12288.69
ORD3864,2026-07-14,8369.84
ORD3865,2026-07-14,21197.56
ORD3866,2026-07-13,9542.14
ORD3867,2026-07-25,27783.43
ORD3868,2026-07-27,23499.91
ORD3869,2026-07-20,15351.32
ORD3870,2026-07-19,36901.47
ORD3872,2026-07-29,20526.18
ORD3873,2026-07-30,35655.95
ORD3874,2026-07-15,13884.16
ORD3875,2026-07-18,25704.36
ORD3876,2026-07-24,28666.95
ORD3877,2026-07-05,34580.34
ORD3877,2026-07-05,34580.34
ORD3878,2026-07-18,27054.4
ORD3879,2026-07-13,23044.89
ORD3880,2026-07-13,28648.86
ORD3882,2026-07-22,27499.8
ORD3883,2026-07-23,5781.83
ORD3884,2026-07-19,14200.64
ORD3885,2026-07-14,12183.21
ORD3886,2026-07-29,27932.98
ORD3887,2026-07-14,36037.8
ORD3888,2026-07-29,32077.44
ORD3889,2026-07-09,29847.94
ORD3890,2026-07-08,6348.03
ORD3891,2026-07-20,36204.86
ORD3892,2026-07-07,38247.96
ORD3893,2026-07-25,21224.58
ORD3894,2026-07-11,12333.34
ORD3895,2026-07-12,31664.83
ORD3896,2026-07-17,26668.97
ORD3897,2026-07-10,9823.95
ORD3897,2026-07-10,9823.95
ORD3898,2026-07-26,30248.43
ORD3898,2026-07-26,30248.43
ORD3899,2026-07-24,27283.24
ORD3900,2026-07-07,38898.22
ORD3901,2026-07-26,19818.48
ORD3901,2026-07-26,19818.48
ORD3902,2026-07-12,5563.45
ORD3903,2026-07-25,30941.31
ORD3904,2026-07-17,16340.44
ORD3906,2026-07-28,3654.85
ORD3907,2026-07-26,35007.51
ORD3908,2026-07-04,41063.99
ORD3909,2026-07-09,36542.24
ORD3910,2026-07-15,18520.37
ORD3912,2026-07-12,6689.19
ORD3914,2026-07-16,26598.59
ORD3915,2026-07-16,22417.32
ORD3916,2026-07-24,523.22
ORD3916,2026-07-24,523.22
ORD3917,2026-07-05,22344.98
ORD3918,2026-07-28,4370.94
ORD3918,2026-07-28,4370.94
ORD3919,2026-07-18,31402.47
ORD3920,2026-07-28,41857.23
ORD3921,2026-07-19,19853.67
ORD3922,2026-07-03,15482.77
ORD3923,2026-07-08,24601.52
ORD3924,2026-07-12,1165.38
ORD3926,2026-07-08,12736.09
ORD3927,2026-07-19,28380.43
ORD3928,2026-07-19,7239.02
ORD3929,2026-07-15,8136.68
ORD3930,2026-07-18,1869.49
ORD3931,2026-07-08,12360.01
ORD3932,2026-07-28,28120.36
ORD3934,2026-07-23,17007.42
ORD3936,2026-07-09,4538.22
ORD3937,2026-07-21,22794.62
ORD3938,2026-07-21,31455.75
ORD3939,2026-07-18,4462.7
ORD3940,2026-07-07,33387.44
ORD3941,2026-07-05,41151.42
ORD3942,2026-07-23,19394.87
ORD3943,2026-07-16,2893.35
ORD3944,2026-07-20,31203.75
ORD3945,2026-07-04,35985.13
ORD3946,2026-07-13,8393.62
ORD3947,2026-07-04,18370.68
ORD3948,2026-07-12,16056.94
ORD3949,2026-07-05,1646.4
ORD3949,2026-07-05,1646.4
ORD3950,2026-07-28,1990.9
ORD3951,2026-07-26,16821.81
ORD3952,2026-07-11,40340.95
ORD3953,2026-07-16,35180.37
ORD3954,2026-07-25,14117.02
ORD3955,2026-07-03,4126.39
ORD3956,2026-07-23,29531.91
ORD3957,2026-07-12,19069.41
ORD3958,2026-08-01,20326.45
ORD3959,2026-07-28,42066.57
ORD3960,2026-07-19,30162.82
ORD3961,2026-07-30,14527.92
ORD3963,2026-07-08,42197.69
ORD3964,2026-07-04,2964.98
ORD3965,2026-07-18,6584.52
ORD3967,2026-07-15,7320.29
ORD3968,2026-07-20,5590.91
ORD3969,2026-07-09,40905.1
ORD3970,2026-07-16,24116.84
ORD3971,2026-07-12,16488.69
ORD3972,2026-07-21,26164.35
ORD3973,2026-07-06,3223.41
ORD3974,2026-07-28,12780.77
ORD3975,2026-07-09,17367.58
ORD3976,2026-07-24,26479.34
ORD3977,2026-07-04,34343.01
ORD3978,2026-07-04,6172.42
ORD3979,2026-07-13,4810.46
ORD3980,2026-08-04,24926.37
ORD3981,2026-07-18,12032.72
ORD3982,2026-07-28,41684.93
ORD3983,2026-07-25,10298.48
ORD3984,2026-07-19,15671.82
ORD3984,2026-07-19,15671.82
ORD3985,2026-07-18,16575.71
ORD3986,2026-07-03,35109.85
ORD3987,2026-07-11,17625.27
ORD3988,2026-07-11,10206.44
ORD3989,2026-07-08,2904.34
ORD3990,2026-07-05,9353.6
ORD3991,2026-07-16,37416.66
ORD3992,2026-07-07,843.93
ORD3993,2026-07-23,43861.5
ORD3994,2026-07-03,8928.36
ORD3995,2026-07-10,31247.56
ORD3996,2026-07-12,32645.4
ORD3998,2026-07-11,26372.91
ORD3999,2026-07-18,731.89
ORD4000,2026-07-12,28315.27
ORD4001,2026-07-06,23797.6
ORD4002,2026-07-25,6194.76
ORD4003,2026-07-07,43808.98
ORD4004,2026-07-22,7450.42
ORD4004,2026-07-22,7450.42
ORD4005,2026-07-20,5057.71
ORD4007,2026-07-23,38652.85
ORD4008,2026-07-14,26082.7
ORD4009,2026-07-02,13934.9
ORD4010,2026-07-18,16468.0
ORD4011,2026-07-15,41971.57
ORD4012,2026-07-05,5295.35
ORD4013,2026-07-02,23148.57
ORD4014,2026-07-28,26113.59
ORD4015,2026-07-14,34202.95
ORD4016,2026-07-14,1550.37
ORD4016,2026-07-14,1550.37
ORD4017,2026-07-07,13628.02
ORD4018,2026-07-24,4367.15
ORD4019,2026-07-15,24293.6
ORD4020,2026-07-08,36793.35
ORD4021,2026-07-26,17048.09
ORD4022,2026-07-07,8091.54
ORD4023,2026-07-13,21482.89
ORD4024,2026-07-19,1566.32
ORD4025,2026-07-20,19583.85
ORD4026,2026-07-28,32078.22
ORD4027,2026-07-06,5984.94
ORD4028,2026-07-13,23346.34
ORD4029,2026-07-27,4031.51
ORD4030,2026-07-06,17854.67
ORD4031,2026-08-04,24341.26
ORD4032,2026-07-10,17414.99
ORD4033,2026-07-07,43199.04
ORD4034,2026-07-12,9139.27
ORD4036,2026-07-28,8936.11
ORD4037,2026-07-22,15401.82
ORD4038,2026-08-01,30983.41
ORD4039,2026-07-28,33743.57
ORD4040,2026-07-27,31962.2
ORD4041,2026-07-16,34740.62
ORD4043,2026-07-29,7961.79
ORD4044,2026-07-24,2643.27
ORD4045,2026-07-25,21781.66
ORD4046,2026-07-14,11138.52
ORD4047,2026-07-27,30216.58
ORD4048,2026-07-22,41581.81
ORD4049,2026-07-25,24769.66
ORD4049,2026-07-25,24769.66
ORD4050,2026-07-17,32991.5
ORD4051,2026-07-13,40498.15
ORD4052,2026-07-11,20472.09
ORD4052,2026-07-11,20472.09
ORD4054,2026-07-24,26298.8
ORD4054,2026-07-24,26298.8
ORD4055,2026-07-18,18777.21
ORD4056,2026-07-29,14260.93
ORD4057,2026-07-18,12597.33
ORD4057,2026-07-18,12597.33
ORD4058,2026-07-02,43736.97
ORD4059,2026-07-27,33656.88
ORD4060,2026-07-08,41456.48
ORD4061,2026-07-13,24305.84
ORD4062,2026-07-22,41070.75
ORD4063,2026-07-25,26716.28
ORD4064,2026-07-17,2007.06
ORD4065,2026-08-02,9719.06
ORD4066,2026-07-18,30816.92
ORD4067,2026-07-20,26369.01
ORD4068,2026-07-06,42040.76
ORD4069,2026-07-26,18618.71
ORD4070,2026-07-07,37572.11
ORD4071,2026-07-25,20992.04
ORD4072,2026-07-25,16753.38
ORD4073,2026-07-16,17353.48
ORD4074,2026-07-26,27146.67
ORD4075,2026-07-04,15014.56
ORD4076,2026-07-29,13769.58
ORD4077,2026-07-19,5630.04
ORD4078,2026-08-01,8472.85
ORD4079,2026-07-14,28236.55
ORD4080,2026-07-25,42788.92
ORD4081,2026-07-11,1945.07
ORD4082,2026-07-14,13879.57
ORD4083,2026-07-15,43590.34
ORD4084,2026-07-10,10203.62
ORD4085,2026-07-08,2802.07
ORD4086,2026-07-02,28024.82
ORD4087,2026-07-08,6458.69
ORD4088,2026-07-06,13356.11
ORD4089,2026-07-20,23714.64
ORD4090,2026-07-25,25666.52
ORD4091,2026-07-25,31586.84
ORD4092,2026-07-16,937.28
ORD4092,2026-07-16,937.28
ORD4093,2026-07-08,40986.16
ORD4094,2026-07-13,21625.36
ORD4095,2026-07-11,15529.56
ORD4095,2026-07-11,15529.56
